image_id,source,prompt,evaluation_seed
000000469467,coco-30k,A woman talking on a banana phone with Andy Warhol.,75576
000000264961,coco-30k,A man riding a motorcycle down the middle of a street.,66054
000000205040,coco-30k,A crowd of people standing on top of a beach.,24040
000000285068,coco-30k,A helicopter flying through a light blue sky.,17319
000000024391,coco-30k,A couple of men standing next to each other at a ribbon cutting ceremony.,30638
000000406555,coco-30k,a person sitting down in front of a couch,27644
000000375783,coco-30k,A couple of sheep grazing on the side of a road.,70208
000000472623,coco-30k,A young man riding a bike on top of a beach.,44364
000000305480,coco-30k,A large passenger jet sitting on top of an airport tarmac.,71794
000000521495,coco-30k,A aerial photo showing a tennis player ready to serve the ball.,17764
000000430420,coco-30k,A bathroom sink sitting underneath a mirror mounted on it's wall.,66340
000000481404,coco-30k,A church with a stain glassed window of the virgin mary.,99977
000000194875,coco-30k,Here are motorcyclists parked outside a Polish gathering spot for women,35526
000000578485,coco-30k,A empty living room with hard wood flooring.,74475
000000165937,coco-30k,Two green and white jetliners sitting on top of an airport runway.,13969
000000275668,coco-30k,Two large beds in a hotel room next to a desk.,95713
000000448243,coco-30k,A white VW Bug with a surfboard mounted to it's roof.,83821
000000130564,coco-30k,A person sitting on a large cement planter.,41637
000000575946,coco-30k,Small white toilet with spare rolls of toilet paper beside it. ,23589
000000162589,coco-30k,Small white toilet with a small window above it. ,23825
000000506335,coco-30k,"Two men riding mopeds, one with a woman and boy riding along.",12912
000000510734,coco-30k,People are sitting on benches that line a street.,56042
000000139004,coco-30k,A kitchen with canisters on the neat counter ,90008
000000039871,coco-30k,The door of a public bus with a reflection of a woman's photo in the side window of the bus.,90990
000000074458,coco-30k,A bedroom suite with tile flooring and two lamos,88829
000000025096,coco-30k,A young boy cuts into a cake shaped like a skateboard.,51566
000000235491,coco-30k,A city street with a sign that says fun,72743
000000202748,coco-30k,The black and white toilet is opened in the narrow bathroom.,59449
000000218924,coco-30k,an image of a cat in a toilet with the water,78329
000000485895,coco-30k,The giraffe is standing in the shade of the tree.,42471
000000243495,coco-30k,a toilet with writing under the lid ,94944
000000384850,coco-30k,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,9816
000000022103,coco-30k,The people are feeding the giraffe at the zoo.,65997
000000304964,coco-30k,The woman is sitting and looking at something on her mobile phone.  ,19810
000000255633,coco-30k,A fighter jet is flying through a clear sky.,83021
000000423058,coco-30k,Vet supplies laying on the floor of a room.,89739
000000053505,coco-30k,A toilet sitting underneath a medicine cabinet in a bathroom.,61139
000000425578,coco-30k,A shack with a  floor covered with dirt and straws.,73292
000000012754,coco-30k,A scene from the show Mad Men and some appliances.,88132
000000114173,coco-30k,"The bathroom has white and green tiles on the wall, and green tiles on the floor, along with a white porcelain toilette, and a white garden style tub with a shower hook up.",33809
000000552454,coco-30k,A small white toilet sitting in a bathroom in a restroom.,62046
000000534467,coco-30k,A kitchen filled with appliances and an open laptop.,50508
000000137803,coco-30k,Pictures of Queen Elizbeth the second riding a horse.,14420
000000018750,coco-30k,Artistic photograph of architecture and frost-laden trees at dawn,50375
000000327263,coco-30k,A wooden park bench between two floral arrangements.,50887
000000146667,coco-30k,A woman digging through the storage compartment on her moped.,30691
000000294484,coco-30k,The giraffe eats from a reachable limb of the tree.,3601
000000382668,coco-30k,Two adorable chubby dogs sleeping next to each other.,48635
000000151670,coco-30k,A white toilet sitting in front of a brick wall.,14269
000000207400,coco-30k,"A room filled with a tub, sink and toilet.",48119
000000239082,coco-30k,A white toilet sitting on top of a wood floor in a bathroom.,29322
000000531707,coco-30k,A group of people sitting on a wooden bench next to a  field.,6250
000000555939,coco-30k,A small bathroom with a toilet and shower.,20824
000000031817,coco-30k,A man riding a motorcycle while eating food.,28948
000000498374,coco-30k,A person's reflection is shown in the bathroom mirror they are photographing.,96587
000000536343,coco-30k,A bath tub in a small bathroom with towels hanging over it.,50689
000000183657,coco-30k,An orange in a bowl near a puddle of water.,84869
000000394957,coco-30k,"A bathroom scene with a toilet, sink and a suitcase.",1537
000000365503,coco-30k,A bath room with an old fashioned looking tub.,62909
000000492885,coco-30k,A man riding a motorcycle down a road with a POW - MIA flag.,55087
000000268943,coco-30k,A lake filled with water and a kite flying over itl,5721
000000065358,coco-30k,A dirty kitchen floor with soot on the tiles.,17638
000000562289,coco-30k,A cat sitting behind a white toilet next to a rug.,79331
000000029187,coco-30k,A man riding a horse drawn carriage on a race track.,7747
000000339943,coco-30k,A kitchen with a bath tub sitting behind a wooden door.,86137
000000439907,coco-30k,A bathroom with a shower and a white sink on a wooded counter.,43186
000000327529,coco-30k,Bicycle owned by the New World Tourist Company,200
000000117899,coco-30k,A kitchen filled with wooden cabinets and a table.,8041
000000396304,coco-30k,A bathroom with some of the wall removed during a renovation.,54483
000000051880,coco-30k,A orange and white cat sitting underneath a white bush.,12600
000000049014,coco-30k,A very large airplane sitting on a runway.,75228
000000494555,coco-30k,A young man in a sweat shirt is standing on a wooden walkway.,53933
000000402346,coco-30k,Tomatoes sit in a black bowl next to a flower.,54855
000000429025,coco-30k,A group of people walk around in a business area.,67763
000000092016,coco-30k,A bathroom mirror with a chrome towel holder and faucet and a window above.,49332
000000458768,coco-30k,A brightly lit kitchen with lots of natural light.,46800
000000048674,coco-30k,This is a black and white photo of a girl under a pedestrian traffic signal.,53017
000000018737,coco-30k,A motorcycle parked near a fence by a beach.,78316
000000293044,coco-30k,A plastic dish with the food sectioned off.,6730
000000148055,coco-30k,A brown cow stands at the edge of a roadway.,15929
000000426133,coco-30k,A white stove top oven sitting inside of a kitchen.,50266
000000045229,coco-30k,A kitchen filled with a wooden cabinet and a large window.,75865
000000522554,coco-30k,A bench in a park covered in lots of snow.,73770
000000344498,coco-30k,Friends having a drink together in the kitchen,34352
000000212453,coco-30k,A white toilet sitting in a corner of a room.,2931
000000570782,coco-30k,Three computers without screens sit on a desk.,50347
000000538153,coco-30k,Three mass transit trains underneath an overpass at a train stop.,16770
000000069926,coco-30k,Traffic jam at a busy hotel parking lot.,95102
000000164515,coco-30k,Three motorcycles parked next to a motor home.,42654
000000443281,coco-30k,A TOILET IS IN THE BATHROOM DOOR WAY ,89901
000000192616,coco-30k,A living room filled with furniture and large persian rug.,41123
000000450357,coco-30k,"A man standing with his back to a mirror, but his reflection facing him. ",43866
000000374987,coco-30k,A gang of bikers driving down a city street.,23742
000000361022,coco-30k,A man kneeling down on a sidewalk to hug his two dogs.,58370
000000307511,coco-30k,An old green and brown car with chrome trim.,2861
000000441483,coco-30k,A toilet with no seat sits in a tiny bathroom.,3845
000000533805,coco-30k,A plane is flying above the airport terminal,26599
000000170550,coco-30k,"Road construction and street signs in Cape Town, SA",56832
000000430690,coco-30k,A traffic light turns green on the corner of a city street.,23513
000000538230,coco-30k,A group of men riding dirt bikes across a grass covered field.,3077
000000343692,coco-30k,A motorcycle in a garage-like area by the wall.,91466
000000051685,coco-30k,A small biplane flying through a bright blue sky.,95169
000000518203,coco-30k,A large passenger jet taking off from an airport runway.,35658
000000480421,coco-30k,A bathroom with a walk in shower and a white bath tub.,67633
000000069213,coco-30k,Two men wearing suits and hats are walking together.,63434
000000278582,coco-30k,A person holding up a smart phone to take a picture.,87730
000000520324,coco-30k,Someone is driving a cart near a single engine airplane.,60756
000000357943,coco-30k,A LOT OF SHEEP IS IN THE GRASS WITH A SHEEP DOG,42527
000000069577,coco-30k,A table full of many different types of food.,42844
000000455624,coco-30k,Person driving a plated motorcycle on a track with people watching.,51831
000000221547,coco-30k,a couple on a subway looks at each other,85826
000000029776,coco-30k,A man riding a red motorcycle next to  buildings in front of a street.,18414
000000408112,coco-30k,A small propeller plane sitting on top of an airport tarmac.,76097
000000172599,coco-30k,A large passenger jet sitting on top of an airport runway.,35525
000000159151,coco-30k,A bathroom has a large mirror and black wall.,58139
000000322594,coco-30k,A series of photographs depicting bathroom before and after minor changes.,41548
000000406949,coco-30k,A large white bush driving down a city street.,59604
000000183348,coco-30k,A entrance into a building next to a parking meter.,50923
000000129707,coco-30k,A person holding an old phone showing it to the camera.,22779
000000297578,coco-30k,A man walking down a street smoking a cigarette.,20047
